ENSG00000223972.5	ENSG000002239725	DDX11L1
ENSG00000261449.1	ENSG000002614491	RP11-589C21.5
ENSG00000070718.11	ENSG0000007071811	AP3M2
ENSG00000104368.17	ENSG0000010436817	PLAT
ENSG00000253408.5	ENSG000002534085	RP11-231D20.2
ENSG00000104365.13	ENSG0000010436513	IKBKB
ENSG00000070501.11	ENSG0000007050111	POLB
ENSG00000240395.1	ENSG000002403951	RPL5P23
ENSG00000104371.4	ENSG000001043714	DKK4
ENSG00000078668.13	ENSG0000007866813	VDAC3
ENSG00000168575.9	ENSG000001685759	SLC20A2
ENSG00000254131.1	ENSG000002541311	RP11-1007J8.1
ENSG00000254165.1	ENSG000002541651	RP11-503E24.2
ENSG00000176209.11	ENSG0000017620911	SMIM19
ENSG00000147432.6	ENSG000001474326	CHRNB3
ENSG00000255101.1	ENSG000002551011	RP11-412B14.1
ENSG00000255361.1	ENSG000002553611	RP11-412B14.2
ENSG00000147434.8	ENSG000001474348	CHRNA6
ENSG00000131931.8	ENSG000001319318	THAP1
ENSG00000120925.15	ENSG0000012092515	RNF170
ENSG00000242719.3	ENSG000002427193	RN7SL806P
ENSG00000284062.1	ENSG000002840621	MIR4469
ENSG00000168172.8	ENSG000001681728	HOOK3
ENSG00000202514.1	ENSG000002025141	Y_RNA
ENSG00000254673.1	ENSG000002546731	RP11-598P20.5
ENSG00000168522.12	ENSG0000016852212	FNTA
ENSG00000200731.1	ENSG000002007311	RNU1-124P
ENSG00000185900.9	ENSG000001859009	POMK
ENSG00000254198.1	ENSG000002541981	RP11-598P20.3
ENSG00000165102.14	ENSG0000016510214	HGSNAT
ENSG00000253611.1	ENSG000002536111	VN1R46P
ENSG00000253884.1	ENSG000002538841	RP11-726G23.2
ENSG00000255166.1	ENSG000002551661	RP11-726G23.11
ENSG00000253312.1	ENSG000002533121	RP11-359P18.2
ENSG00000253186.2	ENSG000002531862	RP11-726G23.3
ENSG00000253606.2	ENSG000002536062	AFG3L2P1
ENSG00000234713.3	ENSG000002347133	RP11-726G23.10
ENSG00000253707.1	ENSG000002537071	RP11-726G23.8
ENSG00000188877.12	ENSG0000018887712	POTEA
ENSG00000238509.1	ENSG000002385091	RNU6-104P
ENSG00000255497.1	ENSG000002554971	RP11-726G23.12
ENSG00000254342.1	ENSG000002543421	RP11-726G23.6
ENSG00000201329.2	ENSG000002013292	U3
ENSG00000250637.2	ENSG000002506372	RP11-359P18.1
ENSG00000254069.2	ENSG000002540692	RP11-359P18.7
ENSG00000253319.1	ENSG000002533191	RP11-359P18.8
ENSG00000253418.1	ENSG000002534181	SNX18P27
ENSG00000254145.1	ENSG000002541451	RP11-359P18.5
ENSG00000253748.2	ENSG000002537482	CYP4F44P
ENSG00000253195.2	ENSG000002531952	RP11-359P18.6
ENSG00000253845.1	ENSG000002538451	RP11-643N23.2
ENSG00000253198.1	ENSG000002531981	RP11-643N23.1
ENSG00000276685.1	ENSG000002766851	pRNA
ENSG00000253425.2	ENSG000002534252	HSPA8P13
ENSG00000248498.3	ENSG000002484983	ASNSP1
ENSG00000254070.1	ENSG000002540701	RP11-790L1.3
ENSG00000251470.1	ENSG000002514701	ASNSP4
ENSG00000228984.3	ENSG000002289843	RP11-101E19.8
ENSG00000250857.3	ENSG000002508573	TRIM60P15
ENSG00000253314.5	ENSG000002533145	LINC00293
ENSG00000253828.3	ENSG000002538283	MTND2P38
ENSG00000282321.1	ENSG000002823211	MTND1P7
ENSG00000252594.1	ENSG000002525941	RNU6-656P
ENSG00000254118.1	ENSG000002541181	MTCYBP20
ENSG00000254156.1	ENSG000002541561	MTND6P20
ENSG00000253803.1	ENSG000002538031	RP11-101E19.7
ENSG00000253745.1	ENSG000002537451	RP11-350F16.1
ENSG00000253782.1	ENSG000002537821	RP11-350F16.2
ENSG00000215179.5	ENSG000002151795	MAPK6PS4
ENSG00000222099.1	ENSG000002220991	RN7SKP32
ENSG00000248347.3	ENSG000002483473	RP11-1134I14.2
ENSG00000200986.1	ENSG000002009861	RNU6-819P
ENSG00000188873.4	ENSG000001888734	RPL10AP2
ENSG00000248531.3	ENSG000002485313	NDUFA5P12
ENSG00000254348.1	ENSG000002543481	RP11-1134I14.4
ENSG00000255366.1	ENSG000002553661	RP11-1134I14.8
ENSG00000253502.1	ENSG000002535021	ATP6V1G1P2
ENSG00000253817.1	ENSG000002538171	RP11-1134I14.6
ENSG00000215177.3	ENSG000002151773	IGLV8OR8-1
ENSG00000164808.16	ENSG0000016480816	SPIDR
ENSG00000253330.1	ENSG000002533301	RP11-697N18.3
ENSG00000269924.1	ENSG000002699241	RP11-697N18.4
ENSG00000251354.3	ENSG000002513543	RP11-697N18.1
ENSG00000254065.1	ENSG000002540651	RP11-697N18.2
ENSG00000207369.1	ENSG000002073691	RNU6-665P
ENSG00000221869.4	ENSG000002218694	CEBPD
ENSG00000253729.7	ENSG000002537297	PRKDC
ENSG00000207450.1	ENSG000002074501	Y_RNA
ENSG00000104738.16	ENSG0000010473816	MCM4
ENSG00000222522.1	ENSG000002225221	RNU6-519P
ENSG00000169139.11	ENSG0000016913911	UBE2V2
ENSG00000253843.1	ENSG000002538431	RP11-769N21.2
ENSG00000253654.2	ENSG000002536542	CTD-2210A23.1
ENSG00000252710.1	ENSG000002527101	RNU6-295P
ENSG00000277418.1	ENSG000002774181	5S_rRNA
ENSG00000224594.2	ENSG000002245942	RPL29P19
ENSG00000279881.1	ENSG000002798811	RP11-513O13.1
ENSG00000253140.1	ENSG000002531401	RP11-567J20.3
ENSG00000253688.2	ENSG000002536882	RP11-567J20.2
ENSG00000253608.1	ENSG000002536081	RP11-770E5.1
ENSG00000233858.4	ENSG000002338584	AC026904.1
ENSG00000253702.1	ENSG000002537021	RP11-567J20.1
ENSG00000253455.1	ENSG000002534551	RP11-770E5.3
ENSG00000253892.1	ENSG000002538921	RP11-770E5.2
ENSG00000034239.10	ENSG0000003423910	EFCAB1
ENSG00000233109.4	ENSG000002331094	RP11-22C8.1
ENSG00000019549.9	ENSG000000195499	SNAI2
ENSG00000168333.13	ENSG0000016833313	C8orf22
ENSG00000253474.1	ENSG000002534741	RP11-10H3.1
ENSG00000199640.1	ENSG000001996401	RN7SKP294
ENSG00000254268.1	ENSG000002542681	RFPL4AP7
ENSG00000253380.1	ENSG000002533801	RP11-738G5.1
ENSG00000253206.1	ENSG000002532061	RP11-738G5.2
ENSG00000253810.1	ENSG000002538101	PSAT1P1
ENSG00000253484.1	ENSG000002534841	RP11-109P6.2
ENSG00000271148.1	ENSG000002711481	RP11-401N18.1
ENSG00000147481.14	ENSG0000014748114	SNTG1
ENSG00000253849.1	ENSG000002538491	RP11-759A9.1
ENSG00000254392.1	ENSG000002543921	RP11-759A9.2
ENSG00000254358.1	ENSG000002543581	CYCSP22
ENSG00000253340.1	ENSG000002533401	RP11-139G7.1
ENSG00000201316.1	ENSG000002013161	SNORA7
ENSG00000253664.1	ENSG000002536641	RP11-401H2.1
ENSG00000147485.12	ENSG0000014748512	PXDNL
ENSG00000254025.1	ENSG000002540251	BRIX1P1
ENSG00000254225.1	ENSG000002542251	BTF3P1
ENSG00000272076.1	ENSG000002720761	RP11-11C20.3
ENSG00000168300.13	ENSG0000016830013	PCMTD1
ENSG00000253475.1	ENSG000002534751	RP11-110G21.2
ENSG00000228801.5	ENSG000002288015	RP11-110G21.1
ENSG00000272024.1	ENSG000002720241	RP11-546K22.3
ENSG00000253844.1	ENSG000002538441	RP11-546K22.1
ENSG00000254136.1	ENSG000002541361	RP11-546K22.2
ENSG00000147488.11	ENSG0000014748811	ST18
ENSG00000254314.1	ENSG000002543141	RP11-26M5.3
ENSG00000253551.1	ENSG000002535511	RP11-26M5.2
ENSG00000253924.1	ENSG000002539241	RP11-1023P17.2
ENSG00000240534.1	ENSG000002405341	RPL34P17
ENSG00000196711.8	ENSG000001967118	ALKAL1
ENSG00000023287.12	ENSG0000002328712	RB1CC1
ENSG00000271555.1	ENSG000002715551	CTD-3214K23.1
ENSG00000183729.3	ENSG000001837293	NPBWR1
ENSG00000248911.2	ENSG000002489112	RP11-182E14.1
ENSG00000250494.1	ENSG000002504941	RP11-162D9.1
ENSG00000254687.1	ENSG000002546871	RP11-162D9.3
ENSG00000082556.10	ENSG0000008255610	OPRK1
ENSG00000260484.1	ENSG000002604841	RP11-1081M5.2
ENSG00000274295.1	ENSG000002742951	RP11-1081M5.3
ENSG00000253369.1	ENSG000002533691	RP11-1081M5.1
ENSG00000254204.1	ENSG000002542041	RP11-400K9.3
ENSG00000237807.3	ENSG000002378073	RP11-400K9.4
ENSG00000240919.1	ENSG000002409191	RP11-400K9.1
ENSG00000206144.5	ENSG000002061445	RP11-400K9.2
ENSG00000253668.1	ENSG000002536681	RP11-463C14.1
ENSG00000047249.17	ENSG0000004724917	ATP6V1H
ENSG00000147509.13	ENSG0000014750913	RGS20
ENSG00000272457.1	ENSG000002724571	RP11-1070A24.2
ENSG00000244159.1	ENSG000002441591	RPS27AP13
ENSG00000200528.1	ENSG000002005281	RNU6-1331P
ENSG00000187735.13	ENSG0000018773513	TCEA1
ENSG00000253667.2	ENSG000002536672	RP11-30L15.4
ENSG00000260955.2	ENSG000002609552	RP11-30L15.6
ENSG00000120992.17	ENSG0000012099217	LYPLA1
ENSG00000254274.1	ENSG000002542741	TDGF1P5
ENSG00000276353.1	ENSG000002763531	Metazoa_SRP
ENSG00000137547.8	ENSG000001375478	MRPL15
ENSG00000251835.1	ENSG000002518351	RNU6ATAC32P
ENSG00000270980.1	ENSG000002709801	RP11-626A5.2
ENSG00000253840.1	ENSG000002538401	RP11-767C6.1
ENSG00000199212.1	ENSG000001992121	RNU105C
ENSG00000276605.1	ENSG000002766051	RP11-793H4.1
ENSG00000244107.3	ENSG000002441073	RN7SL250P
ENSG00000164736.5	ENSG000001647365	SOX17
ENSG00000274310.1	ENSG000002743101	RP11-53M11.5
ENSG00000270275.1	ENSG000002702751	TRMT112P7
ENSG00000226098.4	ENSG000002260984	SEC11B
ENSG00000104237.7	ENSG000001042377	RP1
ENSG00000253114.2	ENSG000002531142	RP11-550I15.1
ENSG00000206579.8	ENSG000002065798	XKR4
ENSG00000253976.1	ENSG000002539761	RP11-386G21.1
ENSG00000253857.1	ENSG000002538571	RP11-386G21.2
ENSG00000248522.1	ENSG000002485221	SBF1P1
ENSG00000254357.1	ENSG000002543571	RP11-628E19.2
ENSG00000167904.14	ENSG0000016790414	TMEM68
ENSG00000222955.1	ENSG000002229551	RNA5SP265
ENSG00000137574.10	ENSG0000013757410	TGS1
ENSG00000254087.7	ENSG000002540877	LYN
ENSG00000254325.2	ENSG000002543252	RP11-318K15.2
ENSG00000199405.1	ENSG000001994051	SNORA1
ENSG00000240905.3	ENSG000002409053	RN7SL798P
ENSG00000241997.3	ENSG000002419973	RN7SL323P
ENSG00000236814.1	ENSG000002368141	RP11-446E9.1
ENSG00000008988.9	ENSG000000089889	RPS20
ENSG00000238650.1	ENSG000002386501	SNORD54
ENSG00000253603.1	ENSG000002536031	CTA-397H3.3
ENSG00000248578.1	ENSG000002485781	NPM1P21
ENSG00000172680.1	ENSG000001726801	MOS
ENSG00000221093.1	ENSG000002210931	SNORA3
ENSG00000181690.7	ENSG000001816907	PLAG1
ENSG00000170791.17	ENSG0000017079117	CHCHD7
ENSG00000272343.1	ENSG000002723431	RP11-140I16.3
ENSG00000254216.1	ENSG000002542161	RP11-140I16.2
ENSG00000170786.12	ENSG0000017078612	SDR16C5
ENSG00000253542.7	ENSG000002535427	SDR16C6P
ENSG00000181195.10	ENSG0000018119510	PENK
ENSG00000254254.5	ENSG000002542545	RP11-17A4.2
ENSG00000253541.1	ENSG000002535411	SEPT10P1
ENSG00000246430.6	ENSG000002464306	LINC00968
ENSG00000253139.1	ENSG000002531391	RP11-17A4.3
ENSG00000241431.1	ENSG000002414311	RPL37P6
ENSG00000254055.1	ENSG000002540551	RP11-17A4.4
ENSG00000270328.1	ENSG000002703281	RP11-33E15.1
ENSG00000206975.1	ENSG000002069751	RNU6-13P
ENSG00000104331.8	ENSG000001043318	IMPAD1
ENSG00000222205.1	ENSG000002222051	RNA5SP266
ENSG00000253301.5	ENSG000002533015	LINC01606
ENSG00000251142.1	ENSG000002511421	RP11-513O17.1
ENSG00000253614.1	ENSG000002536141	RP11-513O17.3
ENSG00000215117.5	ENSG000002151175	LINC00588
ENSG00000202265.1	ENSG000002022651	RNU6-596P
ENSG00000253871.1	ENSG000002538711	RP11-756K15.2
ENSG00000243050.1	ENSG000002430501	RPL30P10
ENSG00000253821.1	ENSG000002538211	RP11-246K15.1
ENSG00000253322.1	ENSG000002533221	RP11-388G22.1
ENSG00000254139.1	ENSG000002541391	CTD-2339F6.1
ENSG00000253376.1	ENSG000002533761	RP11-44D19.1
ENSG00000205293.3	ENSG000002052933	LINC01602
ENSG00000169122.11	ENSG0000016912211	FAM110B
ENSG00000253523.1	ENSG000002535231	RP11-1112C15.2
ENSG00000253116.1	ENSG000002531161	RP11-648L3.2
ENSG00000242595.1	ENSG000002425951	RPL26P26
ENSG00000253281.6	ENSG000002532816	RP11-716D16.1
ENSG00000215114.8	ENSG000002151148	UBXN2B
ENSG00000250031.1	ENSG000002500311	RP11-114M5.1
ENSG00000167910.3	ENSG000001679103	CYP7A1
ENSG00000254103.1	ENSG000002541031	RP11-114M5.3
ENSG00000137575.11	ENSG0000013757511	SDCBP
ENSG00000035681.7	ENSG000000356817	NSMAF
ENSG00000242970.2	ENSG000002429702	AC068522.4
ENSG00000198846.5	ENSG000001988465	TOX
ENSG00000201231.1	ENSG000002012311	RNU4-50P
ENSG00000254048.1	ENSG000002540481	RP11-328K2.1
ENSG00000167912.5	ENSG000001679125	RP11-25K19.1
ENSG00000206853.1	ENSG000002068531	SNORA51
ENSG00000201763.1	ENSG000002017631	RNA5SP267
ENSG00000254150.1	ENSG000002541501	RP11-379I19.2
ENSG00000253260.1	ENSG000002532601	RP11-379I19.1
ENSG00000253879.1	ENSG000002538791	RP11-379I19.3
ENSG00000253413.1	ENSG000002534131	RP11-960H2.2
ENSG00000253723.1	ENSG000002537231	RP11-960H2.1
ENSG00000278428.1	ENSG000002784281	RP11-88H1.1
ENSG00000254775.1	ENSG000002547751	RP11-27P7.1
ENSG00000254954.1	ENSG000002549541	SLC2A13P1
ENSG00000178538.9	ENSG000001785389	CA8
ENSG00000251396.6	ENSG000002513966	LINC01301
ENSG00000226301.3	ENSG000002263013	PDCL3P1
ENSG00000104388.14	ENSG0000010438814	RAB2A
ENSG00000255321.1	ENSG000002553211	RP11-91I20.4
ENSG00000228862.3	ENSG000002288623	RP11-91I20.3
ENSG00000254869.1	ENSG000002548691	RP11-91I20.2
ENSG00000255289.1	ENSG000002552891	RP11-91I20.1
ENSG00000171316.11	ENSG0000017131611	CHD7
ENSG00000254432.1	ENSG000002544321	RP11-33I11.2
ENSG00000271377.1	ENSG000002713771	RP11-33I11.3
ENSG00000254777.5	ENSG000002547775	AC022182.1
ENSG00000255397.1	ENSG000002553971	AC022182.2
ENSG00000254802.1	ENSG000002548021	AC022182.3
ENSG00000177182.10	ENSG0000017718210	CLVS1
ENSG00000213881.3	ENSG000002138813	NPM1P6
ENSG00000254222.1	ENSG000002542221	RP11-787D18.2
ENSG00000253711.1	ENSG000002537111	RP11-787D18.1
ENSG00000198363.17	ENSG0000019836317	ASPH
ENSG00000254285.3	ENSG000002542853	KRT8P3
ENSG00000222898.1	ENSG000002228981	RN7SKP97
ENSG00000264408.1	ENSG000002644081	MIR4470
ENSG00000251127.2	ENSG000002511272	RP11-280G9.1
ENSG00000254119.5	ENSG000002541195	RP11-705O24.1
ENSG00000253834.1	ENSG000002538341	RP11-705O24.3
ENSG00000254120.1	ENSG000002541201	LINC02155
ENSG00000253544.1	ENSG000002535441	C1GALT1P3
ENSG00000253789.1	ENSG000002537891	NARSP2
ENSG00000237810.3	ENSG000002378103	CTD-2571E19.3
ENSG00000185942.11	ENSG0000018594211	NKAIN3
ENSG00000254050.1	ENSG000002540501	RP11-577N1.1
ENSG00000253975.1	ENSG000002539751	RP11-577N1.2
ENSG00000253517.1	ENSG000002535171	XRCC6P4
ENSG00000253431.1	ENSG000002534311	SRPK2P
ENSG00000274956.2	ENSG000002749562	UG0898H09
ENSG00000240915.2	ENSG000002409152	RP11-659E9.2
ENSG00000137563.11	ENSG0000013756311	GGH
ENSG00000253121.1	ENSG000002531211	RP11-659E9.4
ENSG00000137561.4	ENSG000001375614	TTPA
ENSG00000253555.1	ENSG000002535551	RP11-16E18.1
ENSG00000270673.1	ENSG000002706731	YTHDF3-AS1
ENSG00000185728.16	ENSG0000018572816	YTHDF3
ENSG00000261542.1	ENSG000002615421	RP11-16E18.3
ENSG00000241964.3	ENSG000002419643	RN7SL135P
ENSG00000253205.5	ENSG000002532055	CTD-3046C4.1
ENSG00000215096.3	ENSG000002150963	IFITM8P
ENSG00000253894.1	ENSG000002538941	RP11-45K10.2
ENSG00000253583.1	ENSG000002535831	RP11-573J24.1
ENSG00000252358.1	ENSG000002523581	RN7SKP135
ENSG00000253554.5	ENSG000002535545	RP11-32K4.1
ENSG00000253762.1	ENSG000002537621	RP11-579E24.2
ENSG00000253734.1	ENSG000002537341	LINC01289
ENSG00000253231.1	ENSG000002532311	COX6CP8
ENSG00000254377.5	ENSG000002543775	MIR124-2HG
ENSG00000207816.1	ENSG000002078161	MIR124-2
ENSG00000253750.1	ENSG000002537501	RP11-21C4.4
ENSG00000253800.1	ENSG000002538001	RP11-21C4.5
ENSG00000254102.1	ENSG000002541021	RP11-21C4.1
ENSG00000180828.2	ENSG000001808282	BHLHE22
ENSG00000172817.3	ENSG000001728173	CYP7B1
ENSG00000254330.1	ENSG000002543301	RP11-1D12.1
ENSG00000254006.5	ENSG000002540065	RP11-1D12.2
ENSG00000253493.1	ENSG000002534931	RP11-89A16.1
ENSG00000239261.1	ENSG000002392611	RPL31P41
ENSG00000280725.1	ENSG000002807251	LINC00251
ENSG00000213873.4	ENSG000002138734	RP11-678D18.1
ENSG00000254081.1	ENSG000002540811	LINC01299
ENSG00000272010.1	ENSG000002720101	CTD-3025N20.3
ENSG00000200714.1	ENSG000002007141	Y_RNA
ENSG00000104442.9	ENSG000001044429	ARMC1
ENSG00000066855.15	ENSG0000006685515	MTFR1
ENSG00000272155.1	ENSG000002721551	RP11-707M3.3
ENSG00000205268.10	ENSG0000020526810	PDE7A
ENSG00000272192.1	ENSG000002721921	CTD-2532N20.1
ENSG00000147570.9	ENSG000001475709	DNAJC5B
ENSG00000253190.3	ENSG000002531903	AC084082.3
ENSG00000147573.16	ENSG0000014757316	TRIM55
ENSG00000147571.4	ENSG000001475714	CRH
ENSG00000253138.5	ENSG000002531385	LINC00967
ENSG00000246145.1	ENSG000002461451	RRS1-AS1
ENSG00000179041.3	ENSG000001790413	RRS1
ENSG00000147576.15	ENSG0000014757615	ADHFE1
ENSG00000169085.11	ENSG0000016908511	C8orf46
ENSG00000253623.1	ENSG000002536231	RP11-346I3.2
ENSG00000206949.1	ENSG000002069491	RNU6-1324P
ENSG00000185697.16	ENSG0000018569716	MYBL1
ENSG00000175073.7	ENSG000001750737	VCPIP1
ENSG00000201365.1	ENSG000002013651	Y_RNA
ENSG00000270024.5	ENSG000002700245	C8orf44-SGK3
ENSG00000213865.7	ENSG000002138657	C8orf44
ENSG00000104205.12	ENSG0000010420512	SGK3
ENSG00000213005.3	ENSG000002130053	PTTG3P
ENSG00000178460.17	ENSG0000017846017	MCMDC2
ENSG00000245910.8	ENSG000002459108	SNHG6
ENSG00000254341.2	ENSG000002543412	SNORD87
ENSG00000261787.1	ENSG000002617871	TCF24
ENSG00000178125.14	ENSG0000017812514	PPP1R42
ENSG00000253223.1	ENSG000002532231	RP11-409C19.2
ENSG00000121022.13	ENSG0000012102213	COPS5
ENSG00000104218.14	ENSG0000010421814	CSPP1
ENSG00000252637.1	ENSG000002526371	RNA5SP268
ENSG00000250869.2	ENSG000002508692	RP11-453N18.1
ENSG00000066777.8	ENSG000000667778	ARFGEF1
ENSG00000271966.1	ENSG000002719661	RP11-7F18.2
ENSG00000241961.1	ENSG000002419611	RP11-7F18.1
ENSG00000165078.12	ENSG0000016507812	CPA6
ENSG00000254253.1	ENSG000002542531	RP11-343B22.2
ENSG00000255130.1	ENSG000002551301	RP11-396J6.1
ENSG00000255531.1	ENSG000002555311	NDUFS5P6
ENSG00000046889.18	ENSG0000004688918	PREX2
ENSG00000255206.1	ENSG000002552061	RP11-403D15.2
ENSG00000254051.1	ENSG000002540511	RP11-403D15.1
ENSG00000252210.1	ENSG000002522101	Y_RNA
ENSG00000253964.1	ENSG000002539641	RPL31P40
ENSG00000248801.6	ENSG000002488016	C8orf34-AS1
ENSG00000165084.15	ENSG0000016508415	C8orf34
ENSG00000236191.3	ENSG000002361913	RPS15AP25
ENSG00000239184.1	ENSG000002391841	RNA5SP269
ENSG00000254337.1	ENSG000002543371	RP11-865I6.2
ENSG00000253658.5	ENSG000002536585	LINC01592
ENSG00000238808.1	ENSG000002388081	RNU7-102P
ENSG00000254332.1	ENSG000002543321	GS1-44D20.1
ENSG00000253373.1	ENSG000002533731	RP11-21C17.1
ENSG00000253479.5	ENSG000002534795	LINC01603
ENSG00000253216.1	ENSG000002532161	RP11-744J10.2
ENSG00000137573.13	ENSG0000013757313	SULF1
ENSG00000137571.10	ENSG0000013757110	SLCO5A1
ENSG00000222889.1	ENSG000002228891	RN7SKP29
ENSG00000254557.1	ENSG000002545571	RP11-102F4.2
ENSG00000271113.1	ENSG000002711131	RP11-159H10.4
ENSG00000246528.3	ENSG000002465283	RP11-159H10.3
ENSG00000277740.1	ENSG000002777401	Metazoa_SRP
ENSG00000255107.1	ENSG000002551071	RP11-159H10.1
ENSG00000239580.3	ENSG000002395803	RN7SL675P
ENSG00000223293.1	ENSG000002232931	RNA5SP270
ENSG00000280393.1	ENSG000002803931	RP11-449M6.3
ENSG00000247570.2	ENSG000002475702	SDCBPP2
ENSG00000253721.1	ENSG000002537211	SUMO2P20
ENSG00000147596.3	ENSG000001475963	PRDM14
ENSG00000212473.1	ENSG000002124731	RNU1-101P
ENSG00000253173.3	ENSG000002531733	RP11-152C15.1
ENSG00000140396.12	ENSG0000014039612	NCOA2
ENSG00000213003.3	ENSG000002130033	BTF3P12
ENSG00000207036.1	ENSG000002070361	RNY3P14
ENSG00000241204.1	ENSG000002412041	RP11-333A23.1
ENSG00000253143.3	ENSG000002531433	RP11-333A23.3
ENSG00000253967.1	ENSG000002539671	RP11-333A23.4
ENSG00000275128.1	ENSG000002751281	RN7SL203P
ENSG00000241105.1	ENSG000002411051	RP11-333A23.2
ENSG00000067167.7	ENSG000000671677	TRAM1
ENSG00000246366.6	ENSG000002463666	LACTB2-AS1
ENSG00000147592.8	ENSG000001475928	LACTB2
ENSG00000243532.3	ENSG000002435323	RN7SL19P
ENSG00000221947.7	ENSG000002219477	XKR9
ENSG00000223220.1	ENSG000002232201	Y_RNA
ENSG00000254031.5	ENSG000002540315	RP11-326E22.1
ENSG00000104313.17	ENSG0000010431317	EYA1
ENSG00000253379.5	ENSG000002533795	RP11-1102P16.1
ENSG00000253124.1	ENSG000002531241	TRAPPC2P2
ENSG00000254277.1	ENSG000002542771	RP11-1144P22.1
ENSG00000253287.1	ENSG000002532871	RP11-281N10.1
ENSG00000200191.1	ENSG000002001911	U8
ENSG00000235531.9	ENSG000002355319	MSC-AS1
ENSG00000178860.8	ENSG000001788608	MSC
ENSG00000241942.2	ENSG000002419422	RPS20P20
ENSG00000104321.10	ENSG0000010432110	TRPA1
ENSG00000253317.1	ENSG000002533171	RP11-142A23.1
ENSG00000250979.1	ENSG000002509791	RP11-656G20.1
ENSG00000252509.1	ENSG000002525091	RNA5SP271
ENSG00000212989.3	ENSG000002129893	RP11-351E7.2
ENSG00000254347.1	ENSG000002543471	RP11-351E7.1
ENSG00000182674.5	ENSG000001826745	KCNB2
ENSG00000253226.1	ENSG000002532261	HAUS1P3
ENSG00000278193.1	ENSG000002781931	RP11-313C15.2
ENSG00000253726.1	ENSG000002537261	RP11-313C15.1
ENSG00000253784.1	ENSG000002537841	RP11-1145L24.1
ENSG00000260838.3	ENSG000002608383	RP11-531A24.3
ENSG00000147601.13	ENSG0000014760113	TERF1
ENSG00000222488.1	ENSG000002224881	RNU6-285P
ENSG00000272254.1	ENSG000002722541	RP11-531A24.7
ENSG00000253636.1	ENSG000002536361	RP11-531A24.5
ENSG00000164764.10	ENSG0000016476410	SBSPON
ENSG00000237061.1	ENSG000002370611	RP11-956J14.1
ENSG00000253564.1	ENSG000002535641	RP11-956J14.2
ENSG00000274443.4	ENSG000002744434	C8orf89
ENSG00000254213.2	ENSG000002542132	FAM213AP2
ENSG00000147604.13	ENSG0000014760413	RPL7
ENSG00000121039.9	ENSG000001210399	RDH10
ENSG00000250295.6	ENSG000002502956	RDH10-AS1
ENSG00000253339.1	ENSG000002533391	RP11-434I12.3
ENSG00000253235.1	ENSG000002532351	RP11-434I12.4
ENSG00000253302.1	ENSG000002533021	STAU2-AS1
ENSG00000040341.17	ENSG0000004034117	STAU2
ENSG00000254273.1	ENSG000002542731	RP11-181D18.4
ENSG00000253383.1	ENSG000002533831	RP11-116B19.2
ENSG00000254105.1	ENSG000002541051	VENTXP6
ENSG00000254538.1	ENSG000002545381	RP11-463D19.1
ENSG00000258677.2	ENSG000002586772	RP11-463D19.2
ENSG00000104343.19	ENSG0000010434319	UBE2W
ENSG00000253273.2	ENSG000002532732	RP11-99A14.1
ENSG00000272469.2	ENSG000002724692	RN7SL760P
ENSG00000251633.3	ENSG000002516333	GYG1P1
ENSG00000154582.16	ENSG0000015458216	ELOC
ENSG00000175606.10	ENSG0000017560610	TMEM70
ENSG00000244295.2	ENSG000002442952	RPS20P21
ENSG00000253833.1	ENSG000002538331	RP11-367E12.4
ENSG00000154589.6	ENSG000001545896	LY96
ENSG00000212348.1	ENSG000002123481	RNU6-1300P
ENSG00000254288.1	ENSG000002542881	RP11-6I2.3
ENSG00000240047.2	ENSG000002400472	RPS3AP32
ENSG00000212485.1	ENSG000002124851	RNU6-1197P
ENSG00000253115.1	ENSG000002531151	RP11-6I2.4
ENSG00000253983.2	ENSG000002539832	RP1-16A9.1
ENSG00000104369.4	ENSG000001043694	JPH1
ENSG00000104381.12	ENSG0000010438112	GDAP1
ENSG00000253596.1	ENSG000002535961	CTD-2320G14.2
ENSG00000207417.1	ENSG000002074171	Y_RNA
ENSG00000266502.1	ENSG000002665021	MIR5681A
ENSG00000283505.1	ENSG000002835051	MIR5681B
ENSG00000254349.5	ENSG000002543495	MIR2052HG
ENSG00000253341.1	ENSG000002533411	RP11-730G20.2
ENSG00000254080.1	ENSG000002540801	RP11-730G20.1
ENSG00000283188.1	ENSG000002831881	MIR2052
ENSG00000253706.5	ENSG000002537065	RP11-758M4.4
ENSG00000253777.1	ENSG000002537771	RP11-758M4.3
ENSG00000137558.7	ENSG000001375587	PI15
ENSG00000254043.1	ENSG000002540431	RP11-3N13.2
ENSG00000121005.8	ENSG000001210058	CRISPLD1
ENSG00000254238.1	ENSG000002542381	RP11-300E4.2
ENSG00000253712.1	ENSG000002537121	RP11-697M17.2
ENSG00000249395.2	ENSG000002493952	CASC9
ENSG00000253229.1	ENSG000002532291	HIGD1AP6
ENSG00000254023.1	ENSG000002540231	PKMP4
ENSG00000164749.11	ENSG0000016474911	HNF4G
ENSG00000222231.1	ENSG000002222311	RNU2-54P
ENSG00000270866.1	ENSG000002708661	RP11-706J10.2
ENSG00000271167.1	ENSG000002711671	LINC01109
ENSG00000254300.1	ENSG000002543001	LINC01111
ENSG00000253661.1	ENSG000002536611	ZFHX4-AS1
ENSG00000253681.1	ENSG000002536811	RP11-115I9.1
