	CD34+	CD56+ NK	CD4+/CD45RA+/CD25- Naive T	CD4+/CD25 T Reg	CD8+/CD45RA+ Naive Cytotoxic	CD4+/CD45RO+ Memory	CD8+ Cytotoxic T	CD19+ B	CD4+ T Helper2	CD14+ Monocyte	Dendritic
ENSG00000256988	    0.06964	    0.14832	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000151079	    0.03482	    0.07416	    0.07765	    0.30813	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000130037	    0.13928	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000110799	    0.90532	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    1.6391	    2.443
ENSG00000010278	   10.79418	    0.59327	    3.49420	    2.69613	    7.59295	    0.55605	    4.91030	    8.72741	    1.61426	   15.8443	    9.771
ENSG00000008323	    0.59194	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000067182	   51.81206	   44.94015	   24.38172	   21.33793	   16.51605	   13.65421	   15.64020	    0.07095	   22.40588	   72.6652	   39.084
ENSG00000111319	    0.17410	    0.44495	    0.38824	    0.30813	    0.27711	    0.24714	    0.18186	    0.14191	    0.25828	    2.1854	    2.443
ENSG00000111321	   18.28047	    1.55733	    0.46589	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.45199	   59.5527	   53.740
ENSG00000215039	   19.63844	   16.31491	    3.18360	    5.62335	    1.77354	    6.30194	    3.57664	   16.39051	    4.45535	   12.0198	   31.755
ENSG00000139193	    0.90532	   10.97548	  693.09309	  625.88698	  537.60291	  368.97262	  432.10611	  108.13478	  613.41735	   37.6985	    2.443
ENSG00000139192	   27.61221	   67.85518	   30.74892	   39.82567	   26.32592	   32.56004	   32.97780	   37.18020	   34.86793	   37.6985	   70.839
ENSG00000139190	    2.85523	    9.04736	   13.20029	   10.63045	    9.69902	    8.77329	    7.09265	    5.74732	    9.81468	    3.8245	    4.885
ENSG00000111639	  211.25255	  160.55352	   94.80917	  106.53559	  128.08251	  132.27903	  100.14581	   87.84177	   99.89017	  196.6879	  163.663
ENSG00000010292	    5.95421	    7.56418	    5.04717	    4.08271	    6.15195	    4.69557	    4.78905	    3.19296	    4.06793	    4.9172	    7.328
ENSG00000255966	    0.03482	    0.14832	    0.07765	    0.07703	    0.05542	    0.12357	    0.18186	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111640	 2260.12720	 1227.32599	 1083.58884	 2027.18052	  730.64115	 1442.46545	  870.63805	  691.66524	 1554.72241	 2194.1626	 3361.197
ENSG00000269968	    1.60172	    2.66971	    2.48476	    4.77600	    1.71811	    2.28600	    1.21242	    1.34814	    3.22851	    3.8245	    9.771
ENSG00000010295	    9.71476	   12.08786	   13.58854	   14.01987	    6.31822	   11.18286	    7.27451	   10.99796	   14.07631	   50.2647	   21.985
ENSG00000111641	    6.89435	    7.26755	   13.20029	   11.63187	   10.58579	    9.63827	    7.75948	    8.44359	   12.39749	    6.0099	   17.099
ENSG00000111642	   63.51156	   33.44556	   12.65675	   14.94426	   19.06551	   24.40459	   26.97632	   29.30424	   13.88260	   42.6157	   12.214
ENSG00000247853	    0.27856	    0.29663	    0.46589	    0.23110	    0.16627	    0.24714	    0.36373	    0.28382	    0.90398	    1.0927	    2.443
ENSG00000184574	    0.73122	    8.52825	    3.72714	    7.16400	    5.26518	    2.59492	    3.57664	   18.59010	    6.06960	    0.5464	    4.885
ENSG00000111644	    8.28714	    0.37079	    0.85414	    0.30813	    0.83134	    0.30892	    0.60621	    1.84482	    0.32285	    7.1026	   17.099
ENSG00000111653	   99.13236	   52.57850	   78.96882	   63.93676	   52.20845	   45.41106	   55.58941	   65.70394	   65.15138	   34.9667	   36.641
ENSG00000126746	    4.94443	    3.41130	    7.37663	    6.77884	    6.04110	    8.46438	    4.36471	    5.60541	    7.74843	    6.0099	    4.885
ENSG00000139200	    0.03482	    0.07416	    0.62119	    0.69329	    0.16627	    0.37070	    0.42435	    0.14191	    0.83941	    0.5464	    2.443
ENSG00000111652	   19.25542	   19.20710	   23.76053	   21.56903	   18.95466	   15.81664	   16.91324	   14.40378	   24.27841	   27.8641	   46.412
ENSG00000269892	    0.20892	    0.07416	    0.23295	    0.07703	    0.11085	    0.30892	    0.12124	    0.21286	    0.12914	    0.5464	    2.443
ENSG00000089693	  151.15334	   86.32069	  107.69887	  119.32295	   87.23577	   83.59343	   84.08125	   98.55591	  115.51617	   79.2215	  188.090
ENSG00000159335	  101.56975	    4.15289	    2.64006	   17.48632	    0.83134	   13.96313	   10.00246	    1.56100	    9.49183	   51.9037	  144.121
ENSG00000089692	    7.52111	    0.88990	    2.79536	   24.65032	    2.82657	   16.18735	   34.79642	    0.07095	   13.81803	    0.5464	    9.771
ENSG00000010610	    1.84546	    0.07416	   48.84109	   58.23638	    0.16627	   63.88441	    0.12124	    0.07095	   61.14802	  245.8599	   34.198
ENSG00000250510	    2.08920	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	   19.6688	    2.443
ENSG00000111664	    0.55712	    0.07416	    0.23295	    0.15406	    0.11085	    0.18535	    0.12124	    0.42573	    0.06457	    1.0927	    2.443
ENSG00000111665	    0.66158	    1.33486	    0.54354	    1.77174	    0.38796	    0.67962	    0.42435	    0.56764	    1.03312	    2.7318	    2.443
ENSG00000111667	   14.45027	   15.86996	   26.08999	   27.26941	   21.78123	   19.70902	   18.48939	   14.11996	   25.56982	   15.2979	   24.427
ENSG00000111669	  429.43427	  480.91897	  275.03201	  463.11785	  276.61610	  361.74392	  301.95294	  279.20627	  410.73134	  697.6956	 1006.405
ENSG00000111671	   15.91271	   20.83859	   23.29464	   26.65316	   15.90640	   22.24215	   13.21537	   17.88055	   26.99036	   18.0297	   21.985
ENSG00000010626	   20.12592	   11.12380	    8.77431	    9.32090	    7.09414	    7.97011	    8.79004	    7.23737	    8.20042	   16.3907	   12.214
ENSG00000111674	    6.33723	    2.81803	   17.16038	   22.57045	   12.96898	   15.56951	   10.60867	    6.66973	   19.69393	    1.6391	    2.443
ENSG00000111676	    6.26759	    2.37308	    2.40711	    1.84877	    2.05065	    4.32486	    2.42484	    4.39918	    2.90566	    7.6490	    2.443
ENSG00000111678	  247.11708	  385.18013	  357.18443	  276.39169	  400.98527	  326.15647	  354.39006	  204.13633	  263.44661	   87.4168	   48.855
ENSG00000272173	    0.94014	    2.66971	    2.87301	    2.46503	    2.77115	    2.65670	    2.18235	    1.41909	    3.03480	    0.5464	    2.443
ENSG00000111679	  105.57404	  133.33729	  104.90351	  116.93495	   97.59987	   76.55008	   76.56426	  229.46711	  117.45328	  138.7742	  163.663
ENSG00000126749	   35.86453	   45.31095	   48.21990	   45.29496	   37.68763	   38.24415	   32.37159	   31.92956	   48.68597	   44.2548	   29.313
ENSG00000257084	    0.06964	    0.07416	    0.07765	    0.07703	    0.22169	    0.06178	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000215021	  240.22274	  127.84955	  159.18002	  178.63777	  134.17904	  139.63130	  123.30301	  167.66567	  162.71702	  122.9299	  273.586
ENSG00000111684	   25.38373	   10.97548	    9.47315	   10.55342	    7.31583	    6.48729	    4.36471	    4.89587	   10.71866	    7.1026	   12.214
ENSG00000272201	    0.90532	    0.88990	    0.85414	    0.69329	    1.10846	    1.05032	    0.66683	    0.99336	    0.83941	    1.6391	    2.443
ENSG00000182326	    0.27856	    0.14832	    0.15530	    0.07703	    0.11085	    0.12357	    0.06062	    0.28382	    0.19371	    0.5464	    2.443
ENSG00000159403	    3.72573	    1.33486	    0.54354	    0.30813	    0.33254	    0.86497	    0.48497	    0.49668	    0.90398	    0.5464	    2.443
ENSG00000139178	   11.69950	    7.56418	    5.28012	    7.62619	    3.49165	    5.25162	    4.78905	    4.68300	    5.68218	   10.9271	    9.771
ENSG00000205885	    3.48199	    3.70793	    1.16473	    1.07845	    0.99761	    1.42103	    1.63677	    2.69627	    1.22683	    3.2781	    2.443
ENSG00000139194	    0.24374	    0.29663	    0.38824	    0.38516	    0.27711	    0.12357	    0.24248	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000256967	    0.27856	    0.96406	    0.07765	    0.46219	    0.38796	    0.37070	    0.24248	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000139182	    5.46673	   13.05193	    1.24238	    4.69897	    1.66269	    5.68411	    3.45539	    1.56100	    4.00336	    2.7318	    2.443
ENSG00000139197	    8.98354	    5.93269	    9.00726	    5.70039	    5.93026	    4.75735	    5.81961	    4.68300	    7.42558	    4.9172	    4.885
ENSG00000177675	    0.03482	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000177575	    0.27856	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	   39.8839	    9.771
ENSG00000184344	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000198178	    0.27856	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.92241	    0.19371	    0.5464	   17.099
ENSG00000173262	    0.31338	    0.22248	    0.07765	    0.07703	    0.11085	    0.18535	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000059804	    5.11853	   59.62357	  119.73443	  138.81210	   73.38003	  122.82612	   91.11328	   67.61971	   95.37026	   66.1090	   19.542
ENSG00000065970	    3.30789	    3.85625	    2.01887	    3.15832	    3.10369	    3.58346	    2.54608	    2.62532	    2.25996	    6.0099	    9.771
ENSG00000171860	    0.62676	    6.89676	    0.38824	    3.31239	    0.88677	    3.15097	    1.81863	    0.07095	    1.87254	    8.1953	    2.443
ENSG00000089818	    7.79967	   14.23846	   13.51089	   10.78451	   10.14241	    9.08221	   13.76096	   10.57223	   12.52663	    7.1026	    4.885
ENSG00000111729	    3.13379	    0.22248	    0.23295	    0.30813	    0.33254	    0.18535	    0.24248	    5.39255	    0.51656	   72.1189	   19.542
ENSG00000196946	    0.03482	    0.07416	    0.07765	    0.15406	    0.05542	    0.12357	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000226711	    1.14906	    0.96406	    2.17417	    2.69613	    1.05304	    1.35924	    0.96994	    1.91577	    1.54969	    1.0927	    2.443
ENSG00000171847	    0.10446	    0.14832	    0.15530	    0.07703	    0.16627	    0.06178	    0.18186	    0.14191	    0.12914	    2.1854	    2.443
ENSG00000215241	    0.17410	    0.07416	    0.31060	    0.38516	    0.05542	    0.24714	    0.06062	    0.28382	    0.25828	    0.5464	    4.885
ENSG00000226091	    1.84546	    1.03822	    0.31060	    0.92439	    0.49881	    0.55605	    0.42435	    0.78050	    0.71027	   30.5959	    2.443
ENSG00000256101	    2.01956	    0.22248	    0.31060	    0.92439	    0.55423	    1.23568	    0.90931	    0.35477	    0.58113	    1.0927	    4.885
ENSG00000205846	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    2.7318	    2.443
ENSG00000166527	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    6.0099	    2.443
ENSG00000166523	    0.52230	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	   97.2512	    4.885
ENSG00000111732	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000166532	   11.28166	    3.78209	    3.18360	    2.31097	    2.32777	    2.40957	    4.00098	    4.18632	    3.61593	    1.6391	    2.443
ENSG00000256661	    0.06964	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000249790	    0.03482	    0.14832	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000166535	    0.03482	    0.14832	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111752	    4.21321	    1.77981	    2.79536	    4.08271	    2.71573	    4.32486	    2.48546	    3.19296	    2.45367	    1.0927	    2.443
ENSG00000003056	   27.02027	   52.65266	   45.34689	   70.71560	   34.58394	   45.96712	   39.82796	   33.91629	   59.01721	   41.5230	  122.137
ENSG00000139187	   21.93656	  121.10111	   19.80044	   33.66309	    9.36648	   48.12955	   70.44154	    2.48341	   52.36647	    1.6391	   26.870
ENSG00000245105	    2.99451	    2.66971	    0.54354	    0.46219	    0.11085	    1.11211	    1.45490	    0.14191	    0.83941	    1.0927	    2.443
ENSG00000175899	    0.03482	    0.14832	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.07095	    0.12914	    0.5464	    9.771
ENSG00000126838	    0.03482	    0.07416	    0.07765	    0.07703	    0.11085	    0.18535	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000237248	    1.88028	    7.04507	    1.94122	    2.07987	    3.10369	    2.22422	    5.45589	    0.56764	    2.13082	    0.5464	    4.885
ENSG00000256427	    0.24374	    0.96406	    0.23295	    0.30813	    0.11085	    0.18535	    0.66683	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000260423	    0.03482	    0.22248	    0.15530	    0.07703	    0.05542	    0.06178	    0.24248	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111796	   10.27188	 1456.55044	    1.94122	   50.07096	    2.05065	  124.92676	   73.04824	    0.07095	   47.78198	    0.5464	    2.443
ENSG00000256442	    0.03482	    0.44495	    0.23295	    0.15406	    0.33254	    0.49427	    0.24248	    0.35477	    0.32285	    1.0927	    2.443
ENSG00000069493	    0.80086	   12.01370	   49.85052	   42.52180	   47.99630	   36.39063	   53.28581	   43.56611	   47.71741	    4.3708	    2.443
ENSG00000256582	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000184293	    0.10446	    0.07416	    0.07765	    0.38516	    0.05542	    0.43249	    0.12124	    7.87596	    0.19371	    1.0927	    2.443
ENSG00000110848	  128.38110	  264.30150	  160.18945	  204.28951	   72.16072	  181.70604	  255.09295	  265.44108	  139.21345	    1.6391	    9.771
ENSG00000150045	    0.97496	  632.05434	    0.31060	    0.53923	    0.38796	    0.74141	    3.09167	    2.12864	    0.32285	    1.0927	    7.328
ENSG00000110852	   88.58192	  190.66194	   41.54210	   44.44760	   32.25617	   42.38366	   59.10542	   36.54161	   37.45074	   27.3178	   51.297
ENSG00000255882	    0.17410	    0.51911	    0.15530	    0.07703	    0.16627	    0.06178	    0.12124	    0.28382	    0.25828	    0.5464	    2.443
ENSG00000225231	    3.09897	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    1.0927	    2.443
ENSG00000172322	    2.12402	    2.07644	    0.31060	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.12914	   27.3178	   21.985
ENSG00000165682	    0.45266	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000256660	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    1.0927	    2.443
ENSG00000197992	   13.12712	    0.07416	    0.46589	    0.69329	    0.05542	    0.61784	    0.06062	    0.07095	    1.48512	    1.6391	  459.233
ENSG00000150048	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.12914	    1.0927	   12.214
ENSG00000172243	    0.87050	    0.07416	    0.07765	    0.23110	    0.05542	    0.06178	    0.06062	    0.07095	    0.12914	   39.8839	   51.297
ENSG00000165685	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    1.6391	    2.443
ENSG00000139112	    7.90413	   47.09076	   10.40494	   21.41496	    7.92549	   10.44146	   26.97632	    0.35477	   10.97694	   41.5230	    4.885
ENSG00000255958	    0.06964	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000134539	    0.06964	  457.11404	    0.46589	    0.38516	    0.27711	    0.37070	   27.70377	    0.14191	    0.58113	    0.5464	    2.443
ENSG00000245648	    0.34820	    1.11238	    0.07765	    0.07703	    2.77115	    0.06178	    1.15180	    0.42573	    0.06457	    0.5464	    2.443
ENSG00000255819	    0.03482	    0.59327	    0.07765	    0.07703	    0.05542	    0.06178	    0.18186	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000213809	    0.03482	    3.26298	    0.15530	    0.07703	    0.88677	    0.06178	    0.96994	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000183542	    0.13928	    6.60012	    0.15530	    0.07703	    0.44338	    0.06178	    0.42435	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000255641	    0.03482	    0.14832	    0.07765	    0.07703	    0.05542	    0.06178	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000205810	    0.03482	    4.22704	    0.07765	    0.07703	    0.05542	    0.06178	    0.60621	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000205809	    0.06964	   57.54713	    0.46589	    0.07703	    0.72050	    0.24714	    7.51700	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000134545	    0.06964	  401.34672	    0.62119	    0.07703	    0.88677	    0.24714	   25.21831	    0.07095	    0.64570	    0.5464	    2.443
ENSG00000180574	    0.48748	    0.29663	    0.15530	    0.23110	    0.05542	    0.12357	    0.66683	    1.49005	    0.12914	    0.5464	    2.443
ENSG00000256039	    0.03482	    2.59555	    1.08708	    0.23110	  368.06401	    0.06178	  235.14866	    0.14191	    0.19371	    1.0927	    2.443
ENSG00000111196	   31.51204	   38.63667	   27.56532	   22.87858	   27.15726	   21.56253	   26.43073	   16.74528	   24.40755	   13.6589	   29.313
ENSG00000060140	    0.27856	    0.29663	    0.15530	    0.07703	    0.05542	    0.12357	    0.24248	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000060138	  183.67516	    1.48317	    4.58128	    1.84877	   26.21507	    1.23568	   36.43319	  126.79583	    2.38910	  102.7148	   97.709
