tissue	samplingPos	class	predicted.ident	prediction.score.max	Reads	Aligned_ratio	Num_frags	Mito_ratio	FRiP	Peaks_detected	tSNE_1	tSNE_2
LP_2_2-2	Lung	Lung Peripheral	Endothelium	Endo	1	356292	0.978	56368	0.0194497224674217	0.832493613397672	25088	38.8603840093437	-18.3546815003763
LP_2_2-3	Lung	Lung Peripheral	Epithelium	Epi	0.981323250255889	1165977	0.9809	110030	0.0307538075959129	0.855630282650186	40439	-2.71917397263901	49.1410380394472
LP_2_2-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.985952032987867	669963	0.972	86666	0.013161089796513	0.847091131470242	33923	38.1521590913805	-29.5651289460815
LP_2_2-5	Lung	Lung Peripheral	Epithelium	Epi	0.913754350183603	1243306	0.9807	118039	0.0160659943910735	0.736731080405629	41224	2.11174715780454	44.5521312862951
LP_2_2-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.506517415458505	588638	0.9672	92013	0.0218466865272908	0.851162335756904	37949	25.3100495019551	-28.7888381454246
LP_2_2-7	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.479508367831293	774811	0.9455	93299	0.00830121824258918	0.856279274161567	36884	36.44651353709	-31.3126025471902
LP_2_2-8	Lung	Lung Peripheral	Epithelium	Epi	0.931586176113926	1090743	0.9777	122778	0.047486854363226	0.849541448793758	44131	4.64241191117978	43.8903096170601
LP_2_3-3	Lung	Lung Peripheral	Epithelium	Epi	0.471729070625799	167415	0.9602	46787	0.0628420123565755	0.817342424177656	23935	34.8702866465287	-25.8371498262471
LP_2_3-4	Lung	Lung Peripheral	Epithelium	Epi	0.896493555365304	933641	0.984	103007	0.035330775802858	0.828021396604114	41241	0.132020937128594	45.2282339917384
LP_2_3-5	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.334099730248131	214055	0.969	48836	0.0265978695073236	0.83106724547465	23481	26.444436274005	-32.255972355337
LP_2_3-6	Lung	Lung Peripheral	Pericyte	Pericyte	1	2134365	0.9836	174323	0.00861721960933859	0.798810254527515	49715	43.7861063046863	-24.1642963316348
LP_2_3-7	Lung	Lung Peripheral	Endothelium	Endo	0.999999999999999	627672	0.9828	82089	0.00801255745239659	0.844583318105958	33065	38.574808149859	-17.8797624393287
LP_2_3-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.577931713566858	676140	0.9791	112716	0.0125958013995335	0.851831150857021	40262	25.6605890218997	-30.3758767541817
LP_2_4-1	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.671929999561918	573592	0.9768	85245	0.0153035698519674	0.823778520734354	33761	34.2965605433219	-30.9724045073106
LP_2_4-2	Lung	Lung Peripheral	Epithelium	Epi	0.923069110605676	640455	0.979	85888	0.0245136544013384	0.832758941877794	36637	-3.33705325485179	48.8588852418836
LP_2_4-3	Lung	Lung Peripheral	Epithelium	Epi	0.940397179546239	1518696	0.984	123852	0.0183136124668704	0.822287892000129	44088	-0.171586472293066	46.0414356734285
LP_2_4-4	Lung	Lung Peripheral	Epithelium	Epi	0.887786958048755	853674	0.9817	96638	0.0143564985389404	0.838790123967797	38774	-0.317350275095687	46.8357430739218
LP_2_4-5	Lung	Lung Peripheral	Epithelium	Epi	0.768561964293201	782311	0.9819	88959	0.0138042309071352	0.840151080834991	36699	-4.26625758812188	48.7125750141373
LP_2_4-6	Lung	Lung Peripheral	Epithelium	Epi	0.792219603070389	1526739	0.9799	130692	0.0216678643534202	0.837893673675512	46934	5.49871533592155	43.091359191828
LP_2_4-7	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.468183364729624	500104	0.9791	73141	0.0150993995219495	0.849550867502495	31545	23.7455213230926	-33.9333061570126
LP_2_4-8	Lung	Lung Peripheral	Epithelium	Epi	0.965520439565064	3043564	0.9835	208341	0.017169007694781	0.863689816214763	53663	-2.18332207606538	49.9211159046133
LP_2_5-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.74327775766367	649674	0.9769	90105	0.0218362418057346	0.83704566894179	35642	25.4112163775339	-33.3708549876343
LP_2_5-2	Lung	Lung Peripheral	Epithelium	Epi	0.95060436590698	473342	0.9782	74380	0.0140718902369883	0.809478354396343	31681	1.55191054786673	49.1492960976303
LP_2_5-3	Lung	Lung Peripheral	Epithelium	Epi	0.756021012772247	652512	0.9809	88132	0.0248141145583323	0.815481323469341	35372	-3.95990057530951	49.4397948357508
LP_2_5-4	Lung	Lung Peripheral	Epithelium	Epi	0.983602673116086	818082	0.9826	90204	0.0313405814095288	0.841780852290364	36207	1.34724634056577	47.4743780128395
LP_2_5-5	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.705189048334733	507420	0.9772	67006	0.0196796574759485	0.84784944631824	29715	21.5896919451303	-39.3945021765361
LP_2_5-6	Lung	Lung Peripheral	Epithelium	Epi	0.936573097726293	1007961	0.9698	98969	0.0234918641762151	0.847406763734099	39062	1.99256835519166	46.1043714371753
LP_2_5-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.721475884249517	468865	0.9754	67638	0.0196240778042782	0.855953753807032	29029	21.0994727217027	-37.4272635055353
LP_2_5-8	Lung	Lung Peripheral	Epithelium	Epi	0.959859896173182	1170459	0.9801	130715	0.0245364264101172	0.852641242397583	42252	6.51116456382327	46.0023540327262
LP_2_6-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.54142027334103	328738	0.9666	74047	0.0185655006342586	0.810296163247667	32891	26.1847895822726	-30.5468212893273
LP_2_6-2	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.535765735792641	246334	0.9704	50326	0.0201775882371662	0.854051583674443	24774	24.1702459159831	-40.6301254555229
LP_2_6-3	Lung	Lung Peripheral	Pericyte	Pericyte	0.934497406264306	685191	0.9651	85117	0.0136713101921562	0.850899350306049	33567	43.6062747711458	-24.2460155365047
LP_2_6-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.398599951827565	568617	0.9819	98824	0.00825839339328529	0.720290617663725	34578	33.3778278946338	-31.3194182160247
LP_2_6-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.920781664422118	614228	0.9803	78106	0.0142935853694717	0.860561288505365	32789	38.5859784191332	-30.5757534639062
LP_2_6-6	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.408909422841612	399455	0.9576	78091	0.00962787015043547	0.841595062171057	33065	34.9974073250264	-31.3657839037696
LP_2_6-7	Lung	Lung Peripheral	Pericyte	Pericyte	0.286589086589901	165664	0.9346	43807	0.0277531634352958	0.845504143173465	21914	32.5239351898927	-33.1757867555723
LP_2_6-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.469581245195545	727125	0.9804	118980	0.0144006430561516	0.84665489998319	44576	25.4146000848439	-28.7092254236631
LP_2_7-1	Lung	Lung Peripheral	Epithelium	Epi	0.908390375113481	546843	0.9729	94852	0.0116667506001242	0.837452030531776	37332	3.74080261407391	44.9618915741383
LP_2_7-2	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.335814922136233	145842	0.9439	45122	0.0177478580171359	0.839590443686007	23205	37.0369506125448	-20.1504065894669
LP_2_7-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.359820277570967	290347	0.9662	69987	0.0164156710197277	0.859402460456942	31361	24.0480227748374	-30.5975782309266
LP_2_7-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.578319180859796	371735	0.9742	76905	0.0231176384443189	0.80218451336064	34098	6.67002738414579	43.5118148816388
LP_2_7-5	Lung	Lung Peripheral	Epithelium	Epi	0.467799452193733	761628	0.9833	78430	0.0184301942430775	0.856151982659696	33839	0.616844679342355	47.2806151799928
LP_2_7-6	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.664612241764979	389443	0.9654	65155	0.0381099028005004	0.858629422147188	27524	35.9166072827342	-23.0925935915219
LP_2_7-7	Lung	Lung Peripheral	Epithelium	Epi	0.420222947969552	320657	0.9616	61672	0.0153873818331278	0.858866260215333	30059	4.63930341202176	44.6311401911799
LP_2_7-8	Lung	Lung Peripheral	Pericyte	Pericyte	1	1013717	0.9792	124918	0.0136819883693141	0.807433676491779	43803	43.7299923916439	-24.2833890006942
LP_2_8-1	Lung	Lung Peripheral	Pericyte	Pericyte	0.308886732146873	429135	0.9619	83532	0.0154162477468909	0.770004309725614	33880	31.4802636099383	-23.6095625246708
LP_2_8-2	Lung	Lung Peripheral	Epithelium	Epi	0.865357605618132	683635	0.9813	80881	0.0322223702140303	0.830850261495283	35021	-0.682346428678784	48.3496425122572
LP_2_8-3	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.257597144318525	311916	0.9717	61012	0.0147383079958222	0.852668327542123	28552	25.2666814468542	-32.4543063300102
LP_2_8-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.446795998233318	497924	0.9787	79144	0.0121560245792145	0.805139997978369	32876	22.6702892061646	-35.9022927741121
LP_2_8-5	Lung	Lung Peripheral	Epithelium	Epi	0.405693514728755	283567	0.9652	49461	0.0619119526077361	0.849558237803522	24637	31.2592070613592	-23.1960363388224
LP_2_8-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.504594786656208	428657	0.9595	74259	0.0127156137686938	0.845432876823011	32305	24.6772725356732	-32.3396476272908
LP_2_8-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.428591168882113	136382	0.9622	48384	0.0177929854576561	0.834098048941799	24457	35.0126361598509	-25.1835769441452
LP_2_8-8	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.525963786488705	683635	0.9808	99341	0.012786198000645	0.859061213396281	37847	35.2077800750088	-27.5537028624112
LP_2_9-1	Lung	Lung Peripheral	Pericyte	Pericyte	0.988388919813768	419391	0.9709	89171	0.015458996977143	0.795538908389499	36184	42.1285728306763	-24.051014621542
LP_2_9-2	Lung	Lung Peripheral	Pericyte	Pericyte	0.317123752529161	268224	0.974	57057	0.0176244986386392	0.8263666158403	27911	42.303777336494	-24.3778717831452
LP_2_9-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.239484781204247	233227	0.9637	58378	0.0108512110726644	0.856247216417143	28073	25.1733646450143	-33.6034132932643
LP_2_9-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.365327373432645	244841	0.9683	73840	0.0128821479896198	0.775717768147346	31616	25.1363861420112	-30.4968822187054
LP_2_9-5	Lung	Lung Peripheral	Epithelium	Epi	0.597064146241417	700057	0.9801	86047	0.0200991245353537	0.847769242390786	35667	-1.62886821455627	50.2442361932617
LP_2_9-6	Lung	Lung Peripheral	Epithelium	Epi	0.6056002279837	615807	0.9702	76104	0.035771177165397	0.851873751708189	33425	-0.262265207367046	47.4950162196247
LP_2_9-7	Lung	Lung Peripheral	Endothelium	Endo	0.847546322591962	326272	0.9749	58077	0.0239794075144509	0.806291647295831	27499	38.8590414646946	-18.1034219844663
LP_2_9-8	Lung	Lung Peripheral	Epithelium	Epi	0.991484635143433	1616933	0.9836	157150	0.015036632166531	0.849863188036907	47822	-4.42656655002979	49.4607388106493
LP_2_10-1	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.413137750759121	477486	0.9714	81139	0.0194493836533275	0.836835553802734	33430	25.341152874159	-30.8748383479387
LP_2_10-2	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.470628260343081	219223	0.9679	45278	0.0218273200502603	0.843698926631035	23166	6.04725757078327	45.2254353164334
LP_2_10-3	Lung	Lung Peripheral	Epithelium	Epi	0.830445419689664	1543964	0.9815	113728	0.0151529500899706	0.853430993247046	41235	-3.78746738856344	48.135469657978
LP_2_10-4	Lung	Lung Peripheral	Epithelium	Epi	0.945076610579836	577871	0.9754	87022	0.0127493200362647	0.833398450966422	36179	-0.968116494811141	47.6253333806394
LP_2_10-5	Lung	Lung Peripheral	Epithelium	Epi	0.904199957523535	881519	0.9755	102292	0.0197964376590331	0.797980291713917	38308	1.65648237624669	48.118151787809
LP_2_10-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.573814678176239	195636	0.9361	69879	0.019606282198542	0.64009215930394	28432	25.8449380957033	-28.7094516019581
LP_2_10-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.496822273026151	1389747	0.982	116306	0.0102359404023238	0.819768541605764	43241	-3.61416374034122	47.9785235357227
LP_2_10-8	Lung	Lung Peripheral	Pericyte	Pericyte	1	863766	0.9774	153061	0.00796579584803212	0.69484715244249	44901	42.0483289413203	-24.2627762640887
LP_2_11-1	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.621416947051999	453313	0.9703	84740	0.0149765220991798	0.837738966249705	33904	25.6540479445767	-33.4481584635664
LP_2_11-2	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.733873125434672	337373	0.9817	52628	0.0200415088958951	0.849262749866991	25304	26.1346571675932	-32.087565804676
LP_2_11-3	Lung	Lung Peripheral	Pericyte	Pericyte	0.999999999999999	758138	0.9804	104193	0.0174697144565208	0.844202585586364	41022	42.6013441047684	-23.9888443754287
LP_2_11-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.597813518993321	378111	0.9772	75244	0.00866656530332979	0.837701344957738	32341	21.8936457288192	-38.8914386067632
LP_2_11-5	Lung	Lung Peripheral	Epithelium	Epi	0.993046359043194	897326	0.9822	107287	0.0366893511591615	0.853915199418382	39586	-4.43831932951974	48.6437343660395
LP_2_11-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.479396516549413	298915	0.9488	60542	0.0339757934502755	0.854282977106802	28192	35.2028042855386	-28.355552105249
LP_2_11-7	Lung	Lung Peripheral	Epithelium	Epi	0.774394915206332	503453	0.9806	78109	0.00906666666666667	0.833028204176215	33790	-0.487696902279685	48.591196512689
LP_2_11-8	Lung	Lung Peripheral	Epithelium	Epi	0.307175345622746	891476	0.9832	112844	0.0205303170776933	0.824465633972564	42107	25.4128953826145	-28.7789519586714
LP_2_12-1	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.703729013306851	326790	0.9703	85666	0.028155172837383	0.814150304671632	35649	25.91425344197	-33.0614238163761
LP_2_12-2	Lung	Lung Peripheral	Epithelium	Epi	0.584106401987741	112506	0.9583	43064	0.0254307825809765	0.849990711499164	23080	34.8688815418545	-25.2166909829785
LP_2_12-3	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.333178672762127	510166	0.9785	81353	0.0187601122329858	0.841026145317321	33839	35.6539471648139	-28.0996745122054
LP_2_12-4	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.343054399819825	3430681	0.986	284711	0.0107169277920156	0.33764413738844	45086	32.3156540690689	-23.8996204939422
LP_2_12-5	Lung	Lung Peripheral	Pericyte	Pericyte	1	601143	0.9807	80594	0.0310616597125637	0.834243243913939	30499	43.6058587330161	-24.5307642057714
LP_2_12-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.460772418425048	452784	0.9649	89014	0.017463650620664	0.822780686184196	36515	25.0922455570758	-29.6785308724521
LP_2_12-7	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.648121271418484	1147151	0.9829	107205	0.0144097615016735	0.824709668392332	39193	21.9739748242294	-38.7505845185297
LP_2_12-8	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.332577224184622	558247	0.9695	102011	0.0147219658245619	0.844516767799551	36954	33.3856597010566	-31.3700227151211
LP_3_1-1	Lung	Lung Peripheral	Epithelium	Epi	0.90074670909629	1181958	0.979	114979	0.0237731937148382	0.841197088163926	39845	9.77161857069725	46.2054593677328
LP_3_1-2	Lung	Lung Peripheral	Epithelium	Epi	0.994354689378104	1756097	0.9872	140766	0.0170114867154114	0.81930295667988	48357	0.542357344469361	44.3060344888883
LP_3_1-3	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.824943332470488	1138032	0.9838	105027	0.014602157642969	0.87106172698449	36053	32.5698200840055	-32.8181386156017
LP_3_1-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.608249978677699	325260	0.9701	80710	0.0145140484712837	0.834704497583942	34392	24.6882909559335	-37.1287079435758
LP_3_1-5	Lung	Lung Peripheral	Epithelium	Epi	0.995663455670009	1668286	0.9856	130331	0.0253925346523265	0.82416309243388	44100	-2.14720110005127	49.1170656275283
LP_3_1-6	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.638116814028653	1111172	0.9798	105060	0.0138893716414902	0.850104702075005	36862	34.5189371350577	-31.6213093392694
LP_3_1-7	Lung	Lung Peripheral	Epithelium	Epi	0.960261971994992	1560324	0.9857	113499	0.0150991474538825	0.844430347403942	39274	4.80206020368644	47.0536548592073
LP_3_1-8	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.574675704437035	2093151	0.985	160498	0.00973832610597234	0.847082206631858	48318	36.8487570933147	-32.027444748941
LP_3_2-1	Lung	Lung Peripheral	Epithelium	Epi	0.951362201523342	814781	0.9752	122560	0.011254202518662	0.751599216710183	42732	0.913335016487631	43.8100433212384
LP_3_2-2	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.785070643488526	1304930	0.9845	110295	0.0104212632012473	0.802783444399111	37157	35.9329223329249	-32.9312368718062
LP_3_2-3	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.59989666676021	846296	0.9807	82767	0.0451282834453268	0.825945123056291	33989	24.2524882844317	-32.4592446983369
LP_3_2-4	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.595069302475473	845190	0.9794	87585	0.016804890525027	0.841388365587715	34760	22.8812070228783	-33.6486362062206
LP_3_2-5	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.726541733683108	1089005	0.9804	108291	0.0110111232797182	0.768937400153291	37595	36.8681772630955	-31.1127825650177
LP_3_2-6	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.58689089533271	886881	0.9738	103476	0.0130759036824	0.84610924272295	38462	36.8675729135105	-29.051785444797
LP_3_2-7	Lung	Lung Peripheral	Epithelium	Epi	0.970875308141508	1649052	0.9803	119513	0.0256382028001917	0.838996594512731	42473	1.68369401851714	46.7666949425607
LP_3_2-8	Lung	Lung Peripheral	Endothelium	Endo	0.987237203228184	1575702	0.9816	125484	0.0193723193032108	0.839437697236301	41659	37.4800722714156	-19.0004881422937
LP_3_3-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.564500159101445	1020690	0.9826	99796	0.027224245099121	0.790833299931861	35800	22.3652105997091	-35.5088833640505
LP_3_3-2	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.81166369503043	565790	0.983	75884	0.0166533083978983	0.850126508881978	31196	36.9236916972259	-31.7759786936115
LP_3_3-3	Lung	Lung Peripheral	Epithelium	Epi	0.501392512418435	315556	0.9643	42700	0.0859287317620651	0.838852459016393	21889	27.8616616351958	-35.0044332003377
LP_3_3-4	Lung	Lung Peripheral	Pericyte	Pericyte	1	1452453	0.988	121500	0.0121170949472823	0.830617283950617	39951	43.6239545222009	-24.1555190565977
LP_3_3-5	Lung	Lung Peripheral	Epithelium	Epi	0.897894545729717	795831	0.9813	88894	0.0141662415275855	0.837356851981011	34727	1.4589579823437	48.7668490238151
LP_3_3-6	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.857621530698743	1149774	0.9813	106715	0.00968656305565682	0.865792062971466	36902	37.2907402943901	-33.865934954726
LP_3_3-7	Lung	Lung Peripheral	Epithelium	Epi	0.963218329858555	953864	0.9853	104885	0.015811385714394	0.835181389140487	40216	3.28881367839623	45.1604617814559
LP_3_3-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.540620402861816	1230597	0.9845	115175	0.0143885817153144	0.848656392446277	40284	19.9290029862757	-36.558912084279
LP_3_4-1	Lung	Lung Peripheral	Epithelium	Epi	0.942892932896765	1983442	0.9834	132919	0.00774735532047293	0.867197315658409	41793	-0.0247398972719497	49.6771750562127
LP_3_4-2	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.61690443341879	541370	0.9817	73582	0.0118056455713873	0.847761680845859	30905	25.2337229659504	-32.1540691797023
LP_3_4-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.467277396289901	1062110	0.984	87474	0.0103316234376129	0.826176921142282	33224	22.1991255702882	-39.9848188457295
LP_3_4-4	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.749969004349602	1279649	0.9859	109192	0.0113216816530697	0.837295772584072	38375	37.4389798261551	-32.1608042901998
LP_3_4-5	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.753745871074047	914377	0.9848	88738	0.00685882965792672	0.830230566386441	32890	24.8275458635051	-32.6868937112048
LP_3_4-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.635053961560569	623166	0.9735	74462	0.0154081066074403	0.844793317396793	30469	25.5508618600994	-35.6425307661322
LP_3_4-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.61447293691011	1079233	0.9844	92080	0.0158177950193968	0.855983927019983	34784	20.0576927010597	-37.6550888927346
LP_3_4-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.562421027978542	1163931	0.9841	100389	0.0172973606866173	0.871888354301766	34733	25.4739526128101	-31.3601687833331
LP_3_5-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.701222613240349	468299	0.9752	80587	0.0173055321538894	0.851675828607592	32263	26.5407405293794	-34.5418808889851
LP_3_5-2	Lung	Lung Peripheral	Epithelium	Epi	0.968859164764416	803530	0.9845	96396	0.0132634402048031	0.788953898502013	37081	0.215233096215264	48.3967043319762
LP_3_5-3	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.464282178212923	809469	0.9827	81082	0.0177398284708154	0.835499864334871	31301	22.2761630509243	-34.1793326688324
